time_s,s_time_corrected_s,No of GPS Satellites Available,Time Since Start of Day (seconds),Latitude (degrees),Longitude (degrees),Velocity (km/hr),Heading (degrees),Height (km),Vertical velocity (km/hr),Sample period (seconds),Steering Angle (degrees),Wheel Speed Front Left (rad/sec),Wheel Speed Front Right (rad/sec),Wheel Speed Rear Left (rad/sec),Wheel Speed Rear Right (rad/sec),Yaw Rate (deg/sec),Indicated Vehicle Speed (km/hr),Indicated Longitudinal Acceleration (g),Indicated Lateral Acceleration (g),Handbrake (0 or 1),Gear Requested (Number fof gear employed 1-5),Gear (Number fof gear employed 1-5),Engine Speed (rev/min),Coolant Temperature (degrees),Clutch Position (0 or 1),Brake Pressure (psi),Brake Position (0 or 1),Battery Voltage (volts),Air Temperature (degrees),Accelerator Pedal Position (0 or 1),S_GPS LATITUDE (degrees),S_GPS LONGITUDE (degrees),S_GPS ALTITUDE (m),S_GPS SPEED (Kmh),S_GPS ACCURACY (m),S_GPS ORIENTATION (Â°),S_GPS SATELLITES IN RANGE,S_TIME SINCE START (ms),S_DATE (YYYY-MO-DD HH-MI-SS_SSS),S_ACCELEROMETER X (m/s²),S_ACCELEROMETER Y (m/s²),S_ACCELEROMETER Z (m/s²),S_GRAVITY X (m/s²),S_GRAVITY Y (m/s²),S_GRAVITY Z (m/s²),S_GYROSCOPE Yaw (rad/s),S_GYROSCOPE Pitch (rad/s),S_GYROSCOPE Roll (rad/s),S_MAGNETIC FIELD X (Î¼T),S_MAGNETIC FIELD Y (Î¼T),S_MAGNETIC FIELD Z (Î¼T),S_ORIENTATION (Yaw) (Â°),S_ORIENTATION (Pitch) (Â°),S_ORIENTATION (Roll ) (Â°)
58077.2,58077.20017,9,58077.2,52.2019681,-2.2004331,30.211,87.84,74.62,-0.38,0.1,24.39996,30.05,29.34,30.16,29.48,-6.600006,29.66,-0.02958012,0.009180069,0,4,3,1219,89,0,-0.1499939,0,13.8,12.75,10,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13953110,2020-01-08 16:07:56:704,-0.6187,-0.9604,9.8691,-0.0366,-0.001,9.8065,0.0239,0.0693,-0.1648,-18.81,-32.06,2.06,313.42,-85.71,-137.28
58077.3,58077.30017,9,58077.3,52.2019684,-2.200421,29.75,87.01,74.58,-0.38,0.1,7.200012,30.03,29.64999,30.06,29.62,-3.399994,29.89,-0.02958012,0.1091399,0,4,3,1252,89,0,0.07998657,0,13.7,12.75,14.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13953210,2020-01-08 16:07:56:804,-0.0035,-2.5163,9.5046,-0.0186,0.0153,9.8065,0.0763,-0.2217,-0.1333,-19,-33.25,3.44,315.1,-86.18,-139.18
58077.4,58077.40017,9,58077.4,52.2019688,-2.2004087,30.172,87.106,74.54,-0.38,0.1,0,30.17999,30.23999,30.20999,29.87999,0.7000122,30.16,-0.03978014,0.1091399,0,4,3,1301,89,0,0.07998657,0,13.8,12.75,16.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13953310,2020-01-08 16:07:56:904,-0.5113,-0.5832,8.1364,-0.0399,0.0681,9.8063,0.0646,-0.06,-0.0326,-18.87,-33.56,3.56,306.11,-86.91,-151.36
58077.5,58077.50017,9,58077.5,52.2019691,-2.2003966,29.866,87.084,74.5,-0.39,0.1,0,30.39999,30.92,30.37,30.27,3.899994,30.47,-0.03978014,0.16014,0,4,3,1342,89,0,-0.1499939,0,13.7,12.75,19.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13953410,2020-01-08 16:07:57:004,1.6912,0.858,11.1224,-0.0527,0.0131,9.8064,0.022,0.133,-0.1115,-17.94,-35.5,3.88,306.27,-87.35,-152.18
58077.6,58077.60017,9,58077.6,52.2019694,-2.2003845,29.761,87.495,74.46,-0.38,0.1,0,30.42999,31.05,30.19,30.75999,6.5,30.71,0,0.2498999,0,4,3,1364,89,0,-0.1499939,0,13.7,12.75,20.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13953510,2020-01-08 16:07:57:104,-0.5392,-2.8032,11.93,0.0491,-0.04,9.8064,-0.0307,0.0893,-0.2621,-18.37,-34.75,3.69,301.26,-87.59,-157.33
58077.7,58077.70017,9,58077.7,52.2019701,-2.2003721,30.334,85.219,74.42,-0.38,0.1,0,30.48,31.20999,30.12999,31.14999,9.100006,30.76,0.01937985,0.2498999,0,4,3,1417,89,0,-0.1499939,0,13.7,12.75,20.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13953610,2020-01-08 16:07:57:204,-1.679,-0.4626,10.8456,0.0612,0.0124,9.8064,0.0458,0.0391,-0.0896,-17.69,-35.06,4.56,290.01,-87.13,-170.43
58077.8,58077.80017,9,58077.8,52.2019708,-2.2003597,30.74,84.541,74.39,-0.37,0.1,0,30.39,31.41,30.48,31.25,11,30.93,0.04997993,0.1897199,0,4,3,1477,89,0,-0.1499939,0,13.7,12.75,20.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13953710,2020-01-08 16:07:57:304,1.497,0.164,10.3307,0.0125,0.0607,9.8064,0.3583,-0.0157,0.2479,-16.75,-34.56,4.5,273.72,-86.6,174.06
58077.9,58077.90017,9,58077.9,52.2019717,-2.2003469,31.615,83.846,74.36,-0.35,0.1,0,30.89,31.8,30.94,31.64,10.20001,31.22,0.05915999,0.1897199,0,4,3,1501,89,0,0.07998657,0,13.7,12.75,20.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13953810,2020-01-08 16:07:57:404,1.6536,2.5537,10.2685,-0.0064,-0.0386,9.8065,0.2332,0.0859,-0.1764,-16.25,-34.37,4.38,275.74,-85.94,-179.9
58078,58077.99917,9,58078,52.2019728,-2.2003342,31.471,81.42,74.33,-0.35,0.1,0,31.48999,32.28999,31.37999,32.2,9.800018,31.73,0.04997993,0.1999199,0,4,3,1469,89,0,-0.1499939,0,13.7,12.75,20.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13953909,2020-01-08 16:07:57:503,-0.0261,2.0097,9.5515,-0.0294,-0.0047,9.8065,-0.0957,-0.0957,-0.1974,-15.87,-33.94,2.5,268.39,-85.81,176.57
58078.1,58078.10017,9,58078.1,52.201974,-2.2003212,32.13,81.674,74.28,-0.36,0.1,0,32.06999,32.84,31.77,32.64,9.899994,32.27,0.05915999,0.1693199,0,4,3,1453,89,0,0.07998657,0,13.7,12.75,20.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13954010,2020-01-08 16:07:57:604,2.4622,2.4952,10.2285,-0.035,0.0616,9.8063,-0.0525,-0.0289,0.3927,-16.94,-33.75,0,253.28,-86.31,170.33
58078.2,58078.20017,9,58078.2,52.2019754,-2.2003084,32.072,80.101,74.23,-0.37,0.1,0,32.48999,33.31999,32.09999,32.97,10.20001,32.73,0.06936002,0.1897199,0,4,3,1452,90,0,-0.1499939,0,13.8,12.75,20.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13954110,2020-01-08 16:07:57:704,-1.007,3.8783,9.4811,-0.0353,0.0792,9.8062,-0.0145,-0.0133,0.3879,-17.81,-34.12,-2.06,253.28,-86.53,175.84
58078.3,58078.30017,9,58078.3,52.2019768,-2.2002954,32.486,79.55,74.2,-0.37,0.1,0,32.81999,33.67,32.84,33.62999,9.700012,33.24,0.08976007,0.1897199,0,4,3,1454,90,0,-0.1499939,0,13.7,12.75,21,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13954210,2020-01-08 16:07:57:804,-0.4961,1.229,9.2705,-0.0062,-0.0075,9.8066,0.0581,-0.2478,-0.0807,-19,-34.37,-1.44,254.06,-86.6,172.91
58078.4,58078.39917,9,58078.4,52.2019785,-2.2002821,33.235,78.349,74.15,-0.38,0.1,0,33.31999,34.03999,33.19,33.81,8.899994,33.61,0.09995985,0.1795199,0,4,3,1460,90,0,0.07998657,0,13.7,12.75,21.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13954309,2020-01-08 16:07:57:903,1.1008,6.4659,8.7948,0.0696,-0.0284,9.8063,-0.029,0.3248,-0.3911,-20.31,-34.69,-0.5,255.5,-85.94,172.37
58078.5,58078.50017,9,58078.5,52.2019804,-2.2002686,33.898,76.943,74.14,-0.34,0.1,0,33.8,34.5,33.64,34.37999,8.300018,34.01,0.09995985,0.16014,0,4,3,1472,89,0,-0.1499939,0,13.7,12.75,21.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13954410,2020-01-08 16:07:58:004,-0.4974,-0.8373,10.0417,0.0296,0.0988,9.806,-0.0686,0.131,0.3669,-21.31,-34.94,0.94,253.35,-85.52,167.75
58078.6,58078.59917,9,58078.6,52.2019823,-2.2002549,34.333,77,74.06,-0.39,0.1,0,34.44,34.97,34.3,34.83,7.399994,34.54,0.09995985,0.12954,0,4,3,1476,90,0,-0.1499939,0,13.7,12.75,22.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13954509,2020-01-08 16:07:58:103,0.961,0.1739,10.1071,0.0156,0.0007,9.8066,-0.1434,0.4056,0.0552,-20.44,-35.25,1.56,260.72,-85.6,172.58
58078.7,58078.69917,9,58078.7,52.2019846,-2.2002413,34.729,75.226,74.04,-0.37,0.1,0,34.94,35.48999,34.89,35.25,6.600006,35.08,0.09995985,0.07956004,0,4,3,1488,90,0,-0.1499939,0,13.7,12.75,22.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13954609,2020-01-08 16:07:58:203,0.2135,1.0983,10.3324,0.0001,-0.0419,9.8065,-0.1956,0.1693,-0.1468,-19.37,-35.5,0.69,260.25,-85.78,174.89
58078.8,58078.80017,9,58078.8,52.2019868,-2.2002274,35.186,75.248,73.98,-0.4,0.1,0,35.45,35.86,35.33,35.50999,5.300018,35.58,0.1091399,0.07956004,0,4,3,1470,90,0,-0.1499939,0,13.7,12.75,23,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13954710,2020-01-08 16:07:58:304,2.8527,2.5001,10.6352,0.0008,-0.0211,9.8066,-0.1025,0.0273,0.1352,-19.19,-35.44,0.56,261.51,-86.23,175.36
58078.9,58078.90017,9,58078.9,52.2019891,-2.2002133,35.798,74.582,73.94,-0.39,0.1,0,35.89999,36.31999,35.89999,36.2,4.700012,35.96,0.08976007,0.07956004,0,4,3,1496,90,0,-0.1499939,0,13.7,12.75,23.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13954810,2020-01-08 16:07:58:404,0.6199,-0.4161,8.2481,0.0344,0.01,9.8065,-0.132,-0.0582,0.063,-19,-35.37,-0.12,266.02,-86.36,-177.28
58079,58079.00017,9,58079,52.2019916,-2.200199,36.335,74.446,73.89,-0.41,0.1,0,36.59999,36.89,36.31,36.64,3.5,36.51,0.08976007,0.04997993,0,4,3,1558,90,0,-0.1499939,0,13.7,12.75,23.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13954910,2020-01-08 16:07:58:504,2.6472,1.5456,10.3914,0.0253,-0.0165,9.8066,0.0086,0.1135,-0.153,-18.44,-35.5,-0.37,267.07,-86.18,-175.49
58079.1,58079.10017,9,58079.1,52.2019941,-2.2001848,36.27,73.734,73.83,-0.42,0.1,2.299988,37.2,37.44,37.00999,37.02,2.399994,37.09,0.09995985,0.01937985,0,4,3,1556,90,0,-0.1499939,0,13.7,12.75,23.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13955010,2020-01-08 16:07:58:604,-0.216,-0.1461,8.9193,0.015,0.0297,9.8066,-0.1027,-0.0574,0.1126,-19.06,-36.12,-1,261.46,-86.13,-178.28
58079.2,58079.19917,9,58079.2,52.2019966,-2.2001703,36.997,74.036,73.79,-0.41,0.1,5.5,37.69,37.73,37.55,37.61,1.200012,37.57,0.09995985,0.02957988,0,4,3,1563,90,0,0.07998657,0,13.7,12.75,23.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13955109,2020-01-08 16:07:58:703,0.3087,3.2673,10.4761,0.0229,-0.0014,9.8066,0.0368,0.0477,-0.115,-18.06,-36.06,-0.62,261.47,-86.13,-177.7
58079.3,58079.30017,9,58079.3,52.2019994,-2.2001557,37.598,72.879,73.74,-0.42,0.1,7.299988,38.12,38.06999,38.12999,37.84,0.8000183,38.06,0.09995985,0,0,4,3,1619,90,0,0.08999634,0,13.7,12.75,23.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 24,13955210,2020-01-08 16:07:58:804,1.0337,-1.805,10.6962,0.0201,0.0592,9.8064,0.0525,-0.172,0.2063,-17.75,-35.69,-0.69,259.11,-85.79,-179.44
58079.4,58079.40017,9,58079.4,52.202002,-2.2001407,38.095,73.983,73.69,-0.43,0.1,7.799988,38.53999,38.52,38.55,38.42,0.5,38.48,0.1091399,0,0,4,3,1632,90,0,-0.1400146,0,13.7,12.75,24,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 23,13955310,2020-01-08 16:07:58:904,0.4239,-1.3414,10.8597,0.045,-0.0196,9.8065,-0.0026,0.1772,-0.0548,-18.06,-35.69,-0.44,263.26,-85.43,-177.63
58079.5,58079.49917,9,58079.5,52.2020047,-2.2001256,38.754,73.353,73.64,-0.43,0.1,9.599976,39.06,39.05,39.00999,39,-0.1000061,38.98,0.09995985,0.01937985,0,4,3,1651,90,0,-0.1400146,0,13.7,12.75,25,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 23,13955409,2020-01-08 16:07:59:003,1.909,-0.7258,9.8784,0.0163,-0.032,9.8065,0.0014,-0.0981,0.0533,-18.44,-35.69,-1.19,262.94,-85.13,-174.18
58079.6,58079.60017,9,58079.6,52.2020075,-2.2001104,38.984,73.078,73.6,-0.43,0.1,11.20001,39.59999,39.50999,39.5,39.17999,-0.1000061,39.82,0.07956004,-0.01938009,0,4,3,1674,90,0,-0.1400146,0,13.7,12.75,25.5,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 23,13955510,2020-01-08 16:07:59:104,1.0393,0.7991,9.6438,-0.0088,0.0038,9.8066,0.0075,-0.058,0.0619,-18.25,-34.94,-0.62,267.19,-85.15,-170.17
58079.7,58079.70017,9,58079.7,52.2020103,-2.2000949,39.445,73.69,73.56,-0.43,0.1,14.29999,40.09,40.06999,39.95,39.67999,-0.3999939,40.11,0.09995985,-0.01938009,0,4,3,1688,90,0,0.08999634,0,13.7,12.75,26,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 23,13955610,2020-01-08 16:07:59:204,1.6802,1.2744,9.8639,-0.0178,0.0008,9.8066,-0.0454,0.0325,-0.0879,-19.12,-35.5,-0.31,273.38,-85.26,-167.84
58079.8,58079.79917,9,58079.8,52.202013,-2.2000794,39.773,73.717,73.52,-0.42,0.1,19,40.62,40.52,40.12999,39.78999,-0.8999939,40.47,0.09995985,-0.009180069,0,4,3,1720,90,0,-0.1400146,0,13.7,12.75,26,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 23,13955709,2020-01-08 16:07:59:303,-3.7418,-2.462,9.5617,-0.0139,-0.0035,9.8066,0.2377,0.4642,-0.1695,-18.81,-35,0,276.77,-85.49,-164.91
58079.9,58079.90017,9,58079.9,52.2020159,-2.2000636,40.374,73.252,73.46,-0.44,0.1,23.20001,41.19,41.05,41.02,40.77,-2.199982,40.72,0.1091399,-0.06936002,0,4,3,1734,90,0,0.08999634,0,13.7,12.75,26,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 23,13955810,2020-01-08 16:07:59:404,2.1939,1.5826,8.2734,0.0755,-0.0554,9.8062,0.1625,0.3151,-0.4327,-18.75,-34.81,-1.5,271.18,-84.89,-166.33
58080,58080.00017,9,58080,52.2020188,-2.2000476,40.979,73.4,73.43,-0.41,0.1,23.70001,41.67,41.42999,41.75,41.09,-3.699982,41.33,0.1091399,-0.1091399,0,4,3,1735,90,0,0.08999634,0,13.7,12.75,26,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 23,13955910,2020-01-08 16:07:59:504,0.2302,-3.5281,5.8944,-0.0558,-0.0928,9.806,0.0478,0.0165,-0.0706,-18.94,-35.25,-0.19,269.7,-84.81,-170.67
58080.1,58080.10017,9,58080.1,52.2020217,-2.2000314,41.436,73.839,73.41,-0.39,0.1,22.79999,42.23999,41.89,42.11,41.66,-3.600006,41.86,0.09995985,-0.07956004,0,4,3,1771,90,0,0.08999634,0,13.7,12.75,26,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 23,13956010,2020-01-08 16:07:59:604,4.0557,-1.2209,8.7915,-0.0719,-0.0841,9.806,0.3293,0.6433,0.1019,-19.06,-34.62,-0.06,278.77,-84.78,-161.63
58080.2,58080.20017,9,58080.2,52.2020243,-2.200015,41.656,74.77,73.36,-0.4,0.1,19,42.53,42.25,42.45,42.06999,-3,42.35,0.09995985,-0.08976007,0,4,3,1769,90,0,-0.1400146,0,13.8,12.75,26,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 23,13956110,2020-01-08 16:07:59:704,2.7682,-6.0503,11.1119,-0.0291,0.0095,9.8065,0.0984,-0.2971,0.3191,-19.75,-34.44,-0.25,282.29,-84.11,-157.78
58080.3,58080.29917,9,58080.3,52.202027,-2.1999983,42.372,75.06,73.34,-0.36,0.1,12.59998,42.84999,42.70999,42.73999,42.25,-2,42.74,0.09995985,-0.03978014,0,4,3,1791,90,0,0.08999634,0,13.7,12.75,26,52.20188,-2.201058,132.11,6.55,2,75.55,23 / 23,13956209,2020-01-08 16:07:59:803,0.0381,0.4815,11.0426,0.006,-0.0999,9.8061,0.0916,0.0026,-0.1867,-19.87,-34.69,-0.06,283.93,-84.06,-155.82
58080.4,58080.40017,9,58080.4,52.2020297,-2.1999815,42.797,75.456,73.31,-0.35,0.1,11.5,43.12999,43.19,43.33,42.95,-0.2999878,43.05,0.08976007,0,0,4,3,1816,90,0,-0.1499939,0,13.8,12.75,26,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13956310,2020-01-08 16:07:59:904,0.1754,4.3407,10.0133,-0.0011,0.0914,9.8061,-0.1192,-0.5242,0.6238,-19.69,-34.06,0,285.93,-83.8,-153.75
58080.5,58080.50017,9,58080.5,52.2020323,-2.1999644,43.142,75.484,73.27,-0.36,0.1,10.89996,43.75,43.69,43.55,43.37999,-0.3999939,43.56,0.08976007,0,0,4,3,1846,90,0,0.07998657,0,13.8,12.75,26,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13956410,2020-01-08 16:08:00:004,1.8127,-4.142,10.4692,0.0492,-0.0652,9.8062,0.009,0.2922,-0.3622,-19.25,-34.94,0.69,283.29,-83.94,-158.69
58080.6,58080.59917,9,58080.6,52.202035,-2.1999473,43.524,75.575,73.25,-0.34,0.1,10.5,44.05,44.12,44,43.66,-0.1999817,43.95,0.08976007,0,0,4,3,1899,90,0,-0.1499939,0,13.7,12.75,26,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13956509,2020-01-08 16:08:00:103,-0.8179,0.4655,8.6599,0.0117,0.0541,9.8064,-0.0923,0.2784,-0.0391,-18.25,-34.25,0.88,281.79,-83.75,-159.65
58080.7,58080.70017,9,58080.7,52.2020378,-2.1999301,43.891,75.141,73.24,-0.31,0.1,8.700012,44.31,44.36,44.19,44.02,-0.2999878,44.36,0.1091399,0,0,4,3,1894,90,0,0.07998657,0,13.7,12.75,26,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13956610,2020-01-08 16:08:00:204,1.508,-1.2316,11.7852,-0.0039,-0.025,9.8065,0.1904,0.188,-0.1625,-18.56,-33.5,1.75,284.11,-83.81,-161.36
58080.8,58080.79917,9,58080.8,52.2020406,-2.1999127,44.161,75.102,73.21,-0.29,0.1,5.799988,44.64,44.66,44.52,44.59999,0.2000122,44.6,0.09995985,0.01937985,0,4,3,1906,90,0,-0.1499939,0,13.8,12.75,26,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13956709,2020-01-08 16:08:00:303,2.5243,3.9782,11.2002,-0.0214,-0.0681,9.8064,0.1737,0.3426,-0.3336,-19,-33.75,1.5,284.07,-83.72,-160.9
58080.9,58080.90017,9,58080.9,52.2020434,-2.1998949,45.09,75.559,73.19,-0.28,0.1,2.899963,45.03,45.08,44.98999,44.81999,1.200012,44.9,0.08976007,0.04997993,0,4,3,1917,90,0,-0.1499939,0,13.7,12.75,26,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13956810,2020-01-08 16:08:00:404,0.3509,1.3754,9.5224,0.0138,0.0191,9.8066,-0.0296,-0.198,0.2049,-19.94,-34.19,1.5,280.48,-83.42,-164.1
58081,58081.00017,9,58081,52.2020463,-2.1998771,45.378,74.964,73.17,-0.27,0.1,0.8999634,45.47,45.56999,45.42,45.17999,1.600006,45.29,0.07956004,0.0397799,0,4,3,1942,90,0,0.07998657,0,13.7,12.75,26,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13956910,2020-01-08 16:08:00:504,0.6586,3.511,9.0298,-0.0157,-0.0303,9.8065,0.0093,0.0542,-0.0716,-18.69,-33.87,1.75,282.25,-83.35,-161.98
58081.1,58081.10017,9,58081.1,52.2020492,-2.1998593,45.328,75.125,73.15,-0.26,0.1,0.7000122,45.77,45.97,45.58,45.7,1.700012,45.84,0.07956004,0.0397799,0,4,3,2005,90,0,-0.1499939,0,13.7,12.75,26,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13957010,2020-01-08 16:08:00:604,0.6271,2.6515,8.5108,-0.0514,0.0242,9.8064,-0.0403,-0.3688,0.1974,-19.5,-34.75,0.25,275.8,-83.38,-161.89
58081.2,58081.20017,9,58081.2,52.2020522,-2.1998414,45.493,74.886,73.11,-0.27,0.1,0.5,46.17,46.36,45.84999,45.86,2.200012,46.26,0.07956004,0.0397799,0,4,3,2017,90,0,0.07998657,0,13.8,12.75,26,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13957110,2020-01-08 16:08:00:704,0.7827,-3.433,10.2835,-0.0384,0.0172,9.8065,0.0811,-0.2671,0.2149,-19.19,-34.94,1.06,280.35,-83.87,-161.4
58081.3,58081.30017,9,58081.3,52.2020552,-2.1998233,46.094,74.472,73.11,-0.24,0.1,0,46.58,46.7,46.47,46.28999,2.200012,46.41,0.09995985,0.02957988,0,4,3,2024,90,0,-0.1499939,0,13.7,12.75,26,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13957210,2020-01-08 16:08:00:804,-0.2486,1.8108,10.3964,0.0135,0.0394,9.8066,0.0158,-0.1016,0.1066,-19.31,-35,0.5,280.08,-83.69,-161.32
58081.4,58081.40017,9,58081.4,52.2020584,-2.1998052,46.307,74.148,73.1,-0.22,0.1,0,46.84999,46.95999,46.78,46.84,2.5,46.75,0.09995985,0.04997993,0,4,3,2037,90,0,-0.1400146,0,13.7,12.75,26,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13957310,2020-01-08 16:08:00:904,0.5697,-2.7068,9.8818,0.0362,0.0339,9.8065,-0.0604,-0.297,0.2287,-19.31,-34.87,0.75,276.87,-83.35,-163.8
58081.5,58081.49917,9,58081.5,52.2020615,-2.1997869,46.822,74.447,73.09,-0.19,0.1,0,47.05,47.34,47.00999,46.95999,3.399994,47.16,0.09995985,0.05915999,0,4,3,2024,90,0,-0.1400146,0,13.7,12.75,26,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13957409,2020-01-08 16:08:01:003,1.7883,2.3025,10.638,0.0227,0.0219,9.8066,-0.048,0.0517,0.039,-19.06,-35.12,1.94,280.7,-83.11,-162.67
58081.6,58081.59917,9,58081.6,52.2020647,-2.1997683,47.34,74.2,73.08,-0.18,0.1,0,47.5,47.83,47.25999,47.48,4.300018,47.47,0.08976007,0.12954,0,4,3,2047,90,0,-0.1400146,0,13.7,12.75,26,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13957509,2020-01-08 16:08:01:103,1.1036,-0.1585,8.6944,0.0143,0.0392,9.8065,-0.1184,-0.0184,0.1669,-19.94,-34.12,1.06,275.86,-82.93,-164.87
58081.7,58081.70017,9,58081.7,52.2020679,-2.1997498,47.398,74.052,73.08,-0.15,0.1,0,47.8,48.17,47.64999,47.78,5.200012,47.84,0.07956004,0.13974,0,4,3,2059,90,0,-0.1400146,0,13.8,12.75,26,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13957610,2020-01-08 16:08:01:204,0.5087,-0.7164,9.7229,0.0399,0.0608,9.8063,-0.2386,0.0483,-0.018,-20.12,-35.06,0.44,274.01,-83.1,-163.77
58081.8,58081.80017,9,58081.8,52.2020715,-2.1997313,47.65,72.68,73.08,-0.13,0.1,0.7000122,48.09,48.33,47.77,48.17,3.800018,48.12,0.1091399,0.1091399,0,4,3,2063,90,0,-0.1400146,0,13.7,12.75,26,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13957710,2020-01-08 16:08:01:304,-0.1131,0.8147,8.2086,0.0388,0.0267,9.8065,-0.2544,0.0218,-0.0518,-20.5,-34.44,0.94,271.9,-83.11,-169.11
58081.9,58081.90017,9,58081.9,52.2020751,-2.1997127,48.168,72.187,73.08,-0.11,0.1,4.5,48.41,48.59,48.3,48.42,1.899994,48.42,0.1091399,0.04997993,0,4,3,2068,90,0,-0.1400146,0,13.7,12.75,26.5,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13957810,2020-01-08 16:08:01:404,1.0149,-0.0477,12.4135,0.0516,0.0174,9.8064,-0.0126,0.3168,-0.1452,-19.75,-33.56,2.06,270.74,-82.9,-172.8
58082,58081.99917,9,58082,52.2020789,-2.1996939,48.683,71.852,73.1,-0.07,0.1,6.399963,48.92,48.92,48.69,48.53,1,48.71,0.08976007,0,0,4,3,2056,90,0,-0.1400146,0,13.7,12.75,26.5,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13957909,2020-01-08 16:08:01:503,0.6356,1.5861,8.6597,0.0763,-0.0211,9.8063,-0.1428,0.3287,-0.137,-19.06,-33.94,1.69,269.92,-82.77,-173.03
58082.1,58082.09917,9,58082.1,52.2020827,-2.1996752,48.42,71.5,73.09,-0.07,0.1,9.399963,49.06,49.16,48.97,48.81,0.8000183,49.07,0.08976007,-0.03978014,0,4,3,2093,90,0,-0.1400146,0,13.7,12.75,27.5,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13958009,2020-01-08 16:08:01:603,1.3988,-0.6981,11.7274,0.0197,-0.0797,9.8063,0.0506,0.3273,-0.2,-19.31,-34.56,1.38,266.69,-82.72,-172.78
58082.2,58082.19917,9,58082.2,52.2020864,-2.1996563,48.946,72.126,73.11,-0.04,0.1,11.29999,49.37,49.56999,49.09,49.11,-0.1999817,49.3,0.1091399,-0.03978014,0,4,3,2096,90,0,-0.1400146,0,13.7,12.75,28,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13958109,2020-01-08 16:08:01:703,-0.775,2.496,9.9998,0.0335,-0.0446,9.8064,-0.0581,0.1692,0.0154,-18.87,-34.37,1.69,275.1,-82.54,-167.44
58082.3,58082.30017,9,58082.3,52.2020903,-2.1996372,49.504,71.732,73.13,-0.01,0.1,9.700012,49.62,49.75999,49.73,49.31999,-0.1000061,49.51,0.1091399,-0.03978014,0,4,3,2072,90,0,0.08999634,0,13.7,12.75,28,52.20201,-2.200019,131.08,11.71,3,75.32,23 / 23,13958210,2020-01-08 16:08:01:804,2.7448,0.5122,11.3807,0.024,-0.0194,9.8065,0.1648,0.2754,-0.1096,-18.62,-34.25,1.06,274.26,-82.2,-164.59
